principio_activo_buscado,categoria,producto_nombre_real,marca,farmacias_disponible,n_farmacias,precio_min,precio_max,url_ejemplo
Losartan,hipertension,Losartan 50mg dyvenpro ecuagen tableta recubierta,Losartan,cruzazul|pharmacys,2,6.6,6.6,https://www.pharmacys.com.ec/losartan-50mg-dyvenpro-ecuagen-tableta-recubierta/p
Losartan,hipertension,Losartan 50mg labovida tableta recubierta,Losartan,cruzazul|pharmacys,2,7.5,7.5,https://www.pharmacys.com.ec/losartan-50mg-labovida-tableta-recubierta/p
Losartan,hipertension,Losartan 50mg leterago - genfar comprimidos,Losartan,cruzazul|pharmacys,2,6.9,6.9,https://www.pharmacys.com.ec/losartan-50mg-leterago-genfar-comprimidos/p
Losartan,hipertension,Losartan 50mg tecnoquimicas - genericos tabletas recubiertas,Losartan,cruzazul|pharmacys,2,8.48,8.48,https://www.pharmacys.com.ec/losartan-50mg-tecnoquimicas-genericos-tabletas-recubiertas/p
Losartan,hipertension,Losartan Genfar Comprimidos Recubiertos Caja Con 30 Unidades,GENFAR,medicity,1,0.63,0.63,https://www.farmaciasmedicity.com/losartan-genfar-comprimidos-recubiertos-caja-con-30-unidades/p
Losartan,hipertension,Losartan Mk Tableta Recubierta 100 mg Caja 30 Unidades,MK,medicity,1,0.56,0.56,https://www.farmaciasmedicity.com/losartan-mk-tableta-recubierta-100-mg-caja-30-unidades-1/p
Losartan,hipertension,Losartan Mk Tabletas Recubierto 50mg Caja 30 Unidades,MK,medicity,1,0.26,0.26,https://www.farmaciasmedicity.com/losartan-mk-tabletas-recubierto-50mg-caja-30-unidades-1/p
Losartan,hipertension,Losartan Potasico Nifa Tableta 100 mg 20 Unidades,NIFA,medicity,1,0.75,0.75,https://www.farmaciasmedicity.com/losartan-potasico-nifa-tableta-100-mg-20-unidades-1/p
Losartan,hipertension,Losartan Potásico Tabletas x30 - 100Mg,Losartan,cruzazul|pharmacys,2,21.0,21.0,https://www.pharmacys.com.ec/losartan-potasi-t-recx100mgx30-lste/p
Losartan,hipertension,Losartan Santé Tabletas 50 mg Caja con 30 Unidades,LA SANTE,medicity,1,0.17,0.17,https://www.farmaciasmedicity.com/losartan-sante-tabletas-50-mg-caja-con-30-unidades/p
Losartan,hipertension,Losartan Santé Tabletas Recubiertas 100 mg Caja Con 30 Unidades,LA SANTE,medicity,1,0.64,0.64,https://www.farmaciasmedicity.com/losartan-sante-tabletas-recubiertas-100-mg-caja-con-30-unidades/p
Losartan,hipertension,Losartán 100 MG Tabletas Recubiertas x20,Losartan,cruzazul|pharmacys,2,14.0,14.0,https://www.pharmacys.com.ec/losartan-100mg-dyvenpro-ecuagen-tableta-recubierta/p
Losartan,hipertension,Losartán 50 Mg x 30 Tabletas,Losartan,cruzazul|pharmacys,2,10.8,10.8,https://www.pharmacys.com.ec/losartan-50mg-la-sante-tableta/p
Losartan,hipertension,Losartán 50 mg Tabletas Recubiertas x30,Losartan,cruzazul|pharmacys,2,5.4,5.4,https://www.pharmacys.com.ec/losartan-50mg-la-sante-tabletas-recubiertas/p
Losartan/Amlodipino,hipertension,Aranda 2.5/50mg leterago - grupo farma cápsulas,Aranda,cruzazul|pharmacys,2,32.1,32.1,https://www.pharmacys.com.ec/aranda-25-50mg-leterago-grupo-farma-capsulas/p
Losartan/Amlodipino,hipertension,Aranda 5/100mg leterago - grupo farma cápsulas,Aranda,cruzazul|pharmacys,2,43.59,43.59,https://www.pharmacys.com.ec/aranda-5-100mg-leterago-grupo-farma-capsulas/p
Losartan/Hidroclorotiazida,hipertension,Angioretic Comprimido Recubierto 50/12.5 mg Con 20 Unidades,ANGIORETIC,medicity,1,0.59,0.59,https://www.farmaciasmedicity.com/angioretic-comprimido-recubierto-50125-mg-con-20-unidades/p
Losartan/Hidroclorotiazida,hipertension,Angioretic Forte Comprimido Recubierto 100/25 mg Con 20 Unidades,ANGIORETIC,medicity,1,0.97,0.97,https://www.farmaciasmedicity.com/angioretic-forte-comprimido-recubierto-10025-mg-con-20-unidades/p
Losartan/Hidroclorotiazida,hipertension,Hyzaar Comprimidos Recubiertos 30 Unidades,HYZAAR,medicity,1,1.02,1.02,https://www.farmaciasmedicity.com/hyzaar-comprimidos-recubiertos-30-unidades/p
Nebivolol,hipertension,Nabila Comprimidos 2.5 mg Caja 28 Unidades,NABILA,medicity,1,0.53,0.53,https://www.farmaciasmedicity.com/nabila-comprimidos-caja-con-28-unidades/p
Nebivolol,hipertension,Nabila Comprimidos 5 mg Caja 28 Unidades,NABILA,medicity,1,0.58,0.58,https://www.farmaciasmedicity.com/nabila-comprimidos-5-mg-caja-con-28-unidades/p
Nebivolol,hipertension,Pertium Comprimidos 5mg Caja 30 Unidades,PERTIUM,medicity,1,0.42,0.42,https://www.farmaciasmedicity.com/pertium-comprimidos-5mg-caja-30-unidades-1/p
Olmesartan,hipertension,Iltux Comprimidos Recubiertos Caja Con 28 Unidades,ILTUX,medicity,1,0.88,0.88,https://www.farmaciasmedicity.com/iltux-comprimidos-recubiertos-caja-con-28-unidades/p
Olmesartan,hipertension,Iltux Hct Comprimidos Recubiertos Caja Con 28 Unidades,ILTUX,medicity,1,0.97,0.97,https://www.farmaciasmedicity.com/iltux-hct-comprimidos-recubiertos-caja-con-28-unidades/p
Olmesartan,hipertension,Iltuxam 20/5/12.5mg quifatex dist medicamenta iltuxam – antihipertensivo triple combinación,Iltuxam,cruzazul|pharmacys,2,42.56,42.56,https://www.pharmacys.com.ec/iltuxam-20-5-125mg-quifatex-dist-medicamenta-iltuxam-antihip/p
Olmesartan,hipertension,Iltuxam 40/10/25mg quifatex dist medicamenta iltuxam – antihipertensivo triple combinación,Iltuxam,cruzazul|pharmacys,2,48.44,48.44,https://www.pharmacys.com.ec/iltuxam-40-10-25mg-quifatex-dist-medicamenta-iltuxam-antihip/p
Olmesartan,hipertension,Iltuxam 40/5/12.5mg quifatex dist medicamenta iltuxam – antihipertensivo triple combinación,Iltuxam,cruzazul|pharmacys,2,42.56,42.56,https://www.pharmacys.com.ec/iltuxam-40-5-125mg-quifatex-dist-medicamenta-iltuxam-antihip/p
Olmesartan,hipertension,Iltuxam 40/5/25mg quifatex dist medicamenta iltuxam – antihipertensivo triple combinación,Iltuxam,cruzazul|pharmacys,2,43.68,43.68,https://www.pharmacys.com.ec/iltuxam-40-5-25mg-quifatex-dist-medicamenta-iltuxam-antihipe/p
Olmesartan,hipertension,Iltuxam Comprimido Recubierto 20/5/12.5mg Caja 28 Unidades,ILTUXAM,medicity,1,34.05,34.05,https://www.farmaciasmedicity.com/iltuxam-comprimido-recubierto-20-5-12-5mg-caja-28-unidades-1/p
Olmesartan,hipertension,Iltuxam Comprimido Recubierto 40/10/25mg Caja 28 Unidades,ILTUXAM,medicity,1,36.33,36.33,https://www.farmaciasmedicity.com/iltuxam-comprimido-recubierto-40-10-25mg-caja-28-unidades-1/p
Olmesartan,hipertension,Iltuxam Comprimido Recubierto 40/5/12.5mg Caja 28 Unidades,ILTUXAM,medicity,1,31.92,31.92,https://www.farmaciasmedicity.com/iltuxam-comprimido-recubierto-40-5-12-5mg-caja-28-unidades-1/p
Olmesartan,hipertension,Iltuxam Comprimido Recubierto 40/5/25mg Caja 28 Unidades,ILTUXAM,medicity,1,32.76,32.76,https://www.farmaciasmedicity.com/iltuxam-comprimido-recubierto-40-5-25mg-caja-28-unidades-1/p
Olmesartan,hipertension,Iltuxam Comprimidos Recubiertos 20/5 mg Caja Con 28 Unidades,ILTUXAM,medicity,1,1.15,1.15,https://www.farmaciasmedicity.com/iltuxam-comprimidos-recubiertos-205-mg-caja-con-28-unidades/p
Olmesartan,hipertension,Iltuxam Comprimidos Recubiertos 40/5 mg Caja 28 Unidades,ILTUXAM,medicity,1,1.24,1.24,https://www.farmaciasmedicity.com/iltuxam-comprimidos-recubiertos-caja-con-28-unidades/p
Olmesartan,hipertension,Olmesartan 20mg leterago - genfar,Olmesartan,cruzazul|pharmacys,2,27.36,27.36,https://www.pharmacys.com.ec/olmesartan-20mg-leterago-genfar/p
Perindopril,hipertension,Coveram Com x10/5MG x30,Coveram,cruzazul|pharmacys,2,49.68,49.68,https://www.pharmacys.com.ec/coveram-com-x10-5mg-x30/p
Perindopril,hipertension,Coveram Com x5/5MG x30,Coveram,cruzazul|pharmacys,2,48.0,48.0,https://www.pharmacys.com.ec/coveram-com-x5-5mg-x30/p
Perindopril,hipertension,Coversyl Com-Rec x10MG x30,Coversyl,cruzazul|pharmacys,2,32.32,32.32,https://www.pharmacys.com.ec/coversyl-com-rec-x10mg-x30/p
Perindopril,hipertension,Coversyl Com-Rec x5MG x30,Coversyl,cruzazul|pharmacys,2,24.72,24.72,https://www.pharmacys.com.ec/coversyl-com-rec-x5mg-x30/p
Perindopril,hipertension,Preterax Com x10/2.5MG x30,Preterax,cruzazul|pharmacys,2,49.68,49.68,https://www.pharmacys.com.ec/preterax-com-x10-2-5mg-x30/p
Perindopril,hipertension,Preterax Com-Rec x5/1.25MG x30,Preterax,cruzazul|pharmacys,2,41.4,41.4,https://www.pharmacys.com.ec/preterax-com-rec-x5-1-25mg-x30/p
Propranolol,hipertension,Protolif Comprimido Caja con 100 Unidades,PROTOLIF,medicity,1,0.05,0.05,https://www.farmaciasmedicity.com/protolif-comprimido-caja-con-100-unidades-1/p
Telmisartan,hipertension,Indivan Hct Tabletas 80/12.5mg Caja con 30 Unidades,INDIVAN,medicity,1,0.87,1.07,https://www.farmaciasmedicity.com/indivan-hct-tabletas-80-12-5mg-caja-con-30-unidades-1/p
Telmisartan,hipertension,Micardis Amlo Comprimidos 80/10mg Caja 28 Unidades,MICARDIS,medicity,1,1.43,1.43,https://www.farmaciasmedicity.com/micardis-amlo-comprimidos-80-10mg-caja-28-unidades-1/p
Telmisartan,hipertension,Micardis Amlo Comprimidos 80/5 mg Caja Con 28 Unidades,MICARDIS,medicity,1,1.35,1.35,https://www.farmaciasmedicity.com/micardis-amlo-comprimidos-805-mg-caja-con-28-unidades/p
Telmisartan,hipertension,Micardis Plus Comprimidos 80/12.5 mg Caja 28 Unidades,MICARDIS,medicity,1,1.04,1.16,https://www.farmaciasmedicity.com/micardis-plus-comprimidos-80-12-5-mg-caja-28-unidades-1/p
Telmisartan,hipertension,Micardis Plus Comprimidos 80/25 mg Caja Con 28 Unidades,MICARDIS,medicity,1,1.38,1.38,https://www.farmaciasmedicity.com/micardis-plus-comprimidos-8025-mg-caja-con-28-unidades/p
Valsartan,hipertension,Diapresan Comprimidos Recubiertos 160 mg Caja Con 30 Unidades,DIAPRESAN,medicity,1,1.08,1.08,https://www.farmaciasmedicity.com/diapresan-comprimidos-recubiertos-160-mg-caja-con-30-unidades/p
Valsartan,hipertension,Diapresan D Comprimidos Recubiertos 80/12.5 mg Caja Con 30 Unidades,DIAPRESAN,medicity,1,0.97,0.97,https://www.farmaciasmedicity.com/diapresan-d-comprimidos-recubiertos-80125-mg-caja-con-30-unidades/p
Valsartan,hipertension,Diovan Comprimido Recubierto Caja Con 28 Unidades,DIOVAN,medicity,1,0.94,0.94,https://www.farmaciasmedicity.com/diovan-comprimido-recubierto-caja-con-28-unidades/p
Valsartan,hipertension,Entresto Comprimidos Recubiertas 100 mg Caja 60 Unidades,ENTRESTO,medicity,1,1.66,1.66,https://www.farmaciasmedicity.com/entresto-comprimidos-recubiertas-100-mg-caja-60-unidades-1/p
Valsartan,hipertension,Entresto Comprimidos Recubiertas 50 mg Caja 30 Unidades,ENTRESTO,medicity,1,1.49,1.49,https://www.farmaciasmedicity.com/entresto-comprimidos-recubiertas-50-mg-caja-30-unidades-1/p
Valsartan,hipertension,Exforge Comprimidos Recubiertos 28 Unidades,EXFORGE,medicity,1,1.14,1.14,https://www.farmaciasmedicity.com/exforge-comprimidos-recubiertos-28-unidades/p
Valsartan,hipertension,Simultan Comprimido Recubierto 160 Mg Caja 30 Unidades,SIMULTAN,medicity,1,0.72,0.72,https://www.farmaciasmedicity.com/simultan-comprimido-recubierto-160-mg-caja-30-unidades/p
Valsartan,hipertension,Terovan 200 Comprimidos REC 97/103MGx 60,Terovan,cruzazul|pharmacys,2,108.0,108.0,https://www.pharmacys.com.ec/terovan-103-97mg-quifatex-dist-medicamenta-terovan-inhibidor/p
Valsartan,hipertension,Terovan 26/24mg quifatex dist medicamenta terovan – inhibidor de neprilisina + ara ii,Terovan,cruzazul|pharmacys,2,54.0,54.0,https://www.pharmacys.com.ec/terovan-26-24mg-quifatex-dist-medicamenta-terovan-inhibidor-/p
Valsartan,hipertension,Terovan 51/49mg quifatex dist medicamenta terovan – inhibidor de neprilisina + ara ii,Terovan,cruzazul|pharmacys,2,108.0,108.0,https://www.pharmacys.com.ec/terovan-51-49mg-quifatex-dist-medicamenta-terovan-inhibidor-/p
Valsartan,hipertension,Terovan Comprimido Recubierto 24mg/26mg Caja 30 Unidades,TEROVAN,medicity,1,37.8,37.8,https://www.farmaciasmedicity.com/terovan-comprimido-recubierto-24mg-26mg-caja-30-unidades-1/p
Valsartan,hipertension,Terovan Comprimido Recubierto 49mg/51mg Caja 60 Unidades,TEROVAN,medicity,1,75.6,75.6,https://www.farmaciasmedicity.com/terovan-comprimido-recubierto-49mg-51mg-caja-60-unidades-1/p
Valsartan,hipertension,Valaxam 160/10mg ecuaquimica - saval comprimido recubierto,Valaxam,cruzazul|pharmacys,2,30.0,30.0,https://www.pharmacys.com.ec/valaxam-160-10mg-ecuaquimica-saval-comprimido-recubierto/p
Valsartan,hipertension,Valaxam 160/5/12.5mg ecuaquimica - saval comprimido recubierto,Valaxam,cruzazul|pharmacys,2,30.0,30.0,https://www.pharmacys.com.ec/valaxam-160-5-125mg-ecuaquimica-saval-comprimido-recubierto/p
Valsartan,hipertension,Valaxam 160/5mg ecuaquimica - saval comprimido recubierto,Valaxam,cruzazul|pharmacys,2,30.0,30.0,https://www.pharmacys.com.ec/valaxam-160-5mg-ecuaquimica-saval-comprimido-recubierto/p
Valsartan,hipertension,Valaxam-D Comprimidos Recubiertos 160mg+12.5mg+5mg Caja 30 Unidades,VALAXAM-D,medicity,1,0.92,0.92,https://www.farmaciasmedicity.com/valaxam-d-comprimidos-recubiertos-160mg-12-5mg-5mg-caja-30-unidades-1/p
Valsartan/Hidroclorotiazida,hipertension,Diovan Hct Comprimidos Recubiertos Caja 28 Unidades,DIOVAN,medicity,1,1.03,1.03,https://www.farmaciasmedicity.com/diovan-hct-comprimidos-recubiertos-caja-con-28-unidades/p
Valsartan/Hidroclorotiazida,hipertension,Exforge Hct Comprimidos Recubiertos Caja Con 28 Unidades,EXFORGE,medicity,1,1.26,1.26,https://www.farmaciasmedicity.com/exforge-hct-comprimidos-recubiertos-caja-con-28-unidades/p
Verapamilo,hipertension,Verapamilo 80mg la sante tabletas recubiertas,Verapamilo,cruzazul|pharmacys,2,3.0,3.0,https://www.pharmacys.com.ec/verapamilo-80mg-la-sante-tabletas-recubiertas/p
Levotiroxina,tiroides,Boncheck Tab x100Mcg x50,Boncheck,cruzazul|pharmacys,2,3.95,3.95,https://www.pharmacys.com.ec/boncheck-tab-x100mcg-x50/p
Levotiroxina,tiroides,Boncheck Tab x125Mcg x50,Boncheck,cruzazul|pharmacys,2,4.95,4.95,https://www.pharmacys.com.ec/boncheck-tab-x125mcg-x50/p
Levotiroxina,tiroides,Boncheck Tab x150Mcg x50,Boncheck,cruzazul|pharmacys,2,7.45,7.45,https://www.pharmacys.com.ec/boncheck-tab-x150mcg-x50/p
Levotiroxina,tiroides,Boncheck Tab x50mcg x50,Boncheck,cruzazul|pharmacys,2,2.95,2.95,https://www.pharmacys.com.ec/boncheck-50mcg-alianza-bonapharm/p
Levotiroxina,tiroides,Boncheck Tab x75mcg x50,Boncheck,cruzazul|pharmacys,2,3.9,3.9,https://www.pharmacys.com.ec/boncheck-75mcg-alianza-bonapharm/p
Levotiroxina,tiroides,Eutirox Tabletas Caja con 50 Unidades,EUTIROX,medicity,1,0.1,0.1,https://www.farmaciasmedicity.com/euritox-tabletas-caja-con-50-unidades/p
Levotiroxina,tiroides,Levotiroxina 100mg berkanafarma tableta,Levotiroxina,cruzazul|pharmacys,2,3.95,3.95,https://www.pharmacys.com.ec/levotiroxina-100mg-berkana-berkana-tableta/p
Levotiroxina,tiroides,Levotiroxina 50mg berkanafarma tabletas,Levotiroxina,cruzazul|pharmacys,2,3.0,3.0,https://www.pharmacys.com.ec/levotiroxina-50mg-berkana-berkana-tabletas/p
Metimazol,tiroides,Tapazol Tabletas 5 mg Caja 100 Unidades,TAPAZOL,medicity,1,0.1,0.1,https://www.farmaciasmedicity.com/tapazol-tabletas-5-mg-caja-con-100-unidades/p
