principio_activo_buscado,farmacia,producto_nombre,marca,precio,precio_lista,categorias,url
Ketorolaco,cruzazul,Ketorolaco 60mg jaspharm generico solución inyectable,Ketorolaco,6.36,6.36,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.farmaciascruzazul.ec/ketorolaco-60mg-jaspharm-generico-solucion-inyectable/p
Ketorolaco,cruzazul,Ketorolaco 10mg garcos - nifa genericos tableta,Ketorolaco,2.0,2.0,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.farmaciascruzazul.ec/ketorolaco-10mg-garcos-nifa-genericos-tableta/p
Ketorolaco,cruzazul,Ketorolaco 20mg garcos - nifa genericos tableta,Ketorolaco,6.4,8.0,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.farmaciascruzazul.ec/ketorolaco-20mg-garcos-nifa-genericos-tableta/p
Ketorolaco,cruzazul,Ketorolaco 30mg leterago - genfar solución inyectable,Ketorolaco,3.68,3.68,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.farmaciascruzazul.ec/ketorolaco-30mg-leterago-genfar-solucion-inyectable/p
Ketorolaco,cruzazul,Dolgenal duo 10/25mg quifatex dist medicamenta cápsulas rigidas de liberación controlada,Dolgenal Duo,10.0,10.0,/Cuidado Sexual/Anticonceptivos y Lubricantes/Preservativos/|/Cuidado Sexual/Anticonceptivos y Lubricantes/|/Cuidado Sexual/,https://www.farmaciascruzazul.ec/dolgenal-duo-10-25mg-quifatex-dist-medicamenta-capsulas-rigidas-de-liberacion-controlada/p
Ketorolaco,cruzazul,Proalgan 60mg dyvenpro farma eticos 2 solución inyectable,Proalgan,13.8,13.8,/Cuidado Personal/Sólo para Mamá/Lactancia Materna/|/Cuidado Personal/Sólo para Mamá/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/proalgan-60mg-dyvenpro-farma-eticos-2-solucion-inyectable/p
Ketorolaco,cruzazul,Proalgan sol-inyx30mg/1mlx3,Proalgan,6.9,6.9,/Tratamientos y Salud/Alivio del Dolor/Dolor y Fiebre de Adultos/|/Tratamientos y Salud/Alivio del Dolor/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/proalgan-30mg-dyvenpro-farma-eticos-2-solucion-inyectable/p
Ketorolaco,cruzazul,Proalgan 20mg dyvenpro farma eticos 2 dolor,Proalgan,9.49,9.49,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.farmaciascruzazul.ec/proalgan-20mg-dyvenpro-farma-eticos-2-tabletas-recubiertas/p
Acido acetilsalicilico,pharmacys,Analgésico y antiinflamatorio acido acetilsalicilico 100mg tableta x 100,Acido Acetilsalicilico,16.0,20.0,/Tratamientos y Salud/Alivio del Dolor/Dolor y Fiebre de Adultos/|/Tratamientos y Salud/Alivio del Dolor/|/Tratamientos y Salud/,https://www.pharmacys.com.ec/analgesico-y-antiinflamatorio-acido-acetilsalicilico-100mg-tableta-x-100/p
Acido acetilsalicilico,pharmacys,Cardionil 81mg alianza quimica ariston comprimido recubierto,Cardionil,8.28,8.28,/Medicinas/Sangre Y Órganos Hematopoyéticos/|/Medicinas/,https://www.pharmacys.com.ec/cardionil-81mg-alianza-quimica-ariston-comprimido-recubierto/p
Acido acetilsalicilico,medicity,Eclamp Tableta Recubierta 150 mg Caja 30 Unidades,ECLAMP,0.37,0.43,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/eclamp-tableta-recubierta-150-mg-caja-30-unidades-1/p
Acido acetilsalicilico,medicity,Cardio-Aspirina Tabletas Recubiertas 100 mg Caja Con 30 Unidades,CARDIO-ASPIRINA,0.23,0.25,/Medicina/Sistema Cardiovascular/|/Medicina/,https://www.farmaciasmedicity.com/cardio-aspirina-tabletas-recubiertas-100-mg-caja-con-30-unidades/p
Acido acetilsalicilico,medicity,Aspirina 100 mg Caja con 100 Tabletas,ASPIRINA,0.17,0.18,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/aspirina-100-mg-caja-con-100-tabletas/p
Acido acetilsalicilico,cruzazul,Analgésico y antiinflamatorio acido acetilsalicilico 100mg tableta x 100,Acido Acetilsalicilico,16.0,20.0,/Tratamientos y Salud/Alivio del Dolor/Dolor y Fiebre de Adultos/|/Tratamientos y Salud/Alivio del Dolor/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/analgesico-y-antiinflamatorio-acido-acetilsalicilico-100mg-tableta-x-100/p
Acido acetilsalicilico,cruzazul,Cardionil 81mg alianza quimica ariston comprimido recubierto,Cardionil,8.28,8.28,/Medicinas/Sangre Y Órganos Hematopoyéticos/|/Medicinas/,https://www.farmaciascruzazul.ec/cardionil-81mg-alianza-quimica-ariston-comprimido-recubierto/p
Meloxicam,pharmacys,Meloxicam 15mg labovida tableta,Meloxicam,7.75,7.75,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-labovida-tableta/p
Meloxicam,pharmacys,Meloxicam 15mg genamerica generico comprimidos,Meloxicam,5.2,5.2,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-genamerica-generico-comprimidos/p
Meloxicam,pharmacys,Meloxicam 15mg la sante tableta,Meloxicam,5.67,5.67,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-la-sante-tableta/p
Meloxicam,pharmacys,Meloxicam 15mg dyvenpro ecuagen tableta,Meloxicam,7.0,7.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-dyvenpro-ecuagen-tableta/p
Meloxicam,pharmacys,Meloxicam 7.5mg la sante tableta,Meloxicam,3.0,3.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-75mg-la-sante-tableta/p
Meloxicam,pharmacys,Meloxicam 15mg tecnoquimicas - genericos tableta,Meloxicam,4.04,4.04,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-tecnoquimicas-genericos-tableta/p
Meloxicam,pharmacys,Meloxicam 15mg leterago - genfar comprimidos,Meloxicam,4.54,4.54,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-leterago-genfar-comprimidos/p
Meloxicam,pharmacys,Meloxicam 15mg portugal - generico tabletas,Meloxicam,40.0,40.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-portugal-generico-tabletas/p
Meloxicam,pharmacys,Meloxicam 7.5mg tecnoquimicas - genericos tableta,Meloxicam,3.31,3.31,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-75mg-tecnoquimicas-genericos-tableta/p
Meloxicam,pharmacys,Meloxicam 15mg garcos - nifa genericos tableta,Meloxicam,6.0,6.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/meloxicam-15mg-garcos-nifa-genericos-tableta/p
Meloxicam,medicity,Miolox Granulado 15mg Sobre 2 g Caja 30 Unidades,MIOLOX,0.63,0.83,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/miolox-granulado-15mg-sobre-2-g-caja-30-unidades-1/p
Meloxicam,medicity,Oxa Solución Inyectable 15mg/1.5ml Caja 3 Unidades,OXA,2.93,3.19,/Medicina/Dolor y Malestar/Dolor Muscular/|/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/oxa-solucion-inyectable-15mg-1-5ml-caja-3-unidades-1/p
Meloxicam,medicity,Mobic Comprimidos Caja Con 10 Unidades,MOBIC,0.7,0.78,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/mobic-comprimidos-caja-con-10-unidades/p
Meloxicam,medicity,Bienex Cápsula Líquida 15 mg Caja 20 Unidades,BIENEX,0.71,0.77,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/bienex-capsula-liquida-15-mg-caja-con-20-unidades/p
Meloxicam,medicity,Bienex Ibp Tabletas Recubiertas 20mg/15mg Caja 10 Unidades,BIENEX,1.34,1.49,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/bienex-ibp-tabletas-recubiertas-20mg-15mg-caja-10-unidades-1/p
Meloxicam,medicity,Dolo-Artrosamin Sobres 1500/15mg Caja 15 Unidades,DOLO-ARTROSAMIN,1.76,2.2,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/dolo-artrosamin-sobres-150015mg-caja-con-15-unidades/p
Meloxicam,cruzazul,Meloxicam 15mg labovida tableta,Meloxicam,6.2,7.75,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-labovida-tableta/p
Meloxicam,cruzazul,Meloxicam 15mg genamerica generico comprimidos,Meloxicam,5.2,5.2,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-genamerica-generico-comprimidos/p
Meloxicam,cruzazul,Meloxicam 15mg la sante tableta,Meloxicam,5.67,5.67,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-la-sante-tableta/p
Meloxicam,cruzazul,Meloxicam 15mg dyvenpro ecuagen tableta,Meloxicam,7.0,7.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-dyvenpro-ecuagen-tableta/p
Meloxicam,cruzazul,Meloxicam 7.5mg la sante tableta,Meloxicam,3.0,3.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-75mg-la-sante-tableta/p
Meloxicam,cruzazul,Meloxicam 15mg tecnoquimicas - genericos tableta,Meloxicam,4.04,4.04,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-tecnoquimicas-genericos-tableta/p
Meloxicam,cruzazul,Meloxicam 15mg leterago - genfar comprimidos,Meloxicam,4.54,4.54,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-leterago-genfar-comprimidos/p
Meloxicam,cruzazul,Meloxicam 15mg portugal - generico tabletas,Meloxicam,40.0,40.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-portugal-generico-tabletas/p
Meloxicam,cruzazul,Meloxicam 7.5mg tecnoquimicas - genericos tableta,Meloxicam,3.31,3.31,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-75mg-tecnoquimicas-genericos-tableta/p
Meloxicam,cruzazul,Meloxicam 15mg garcos - nifa genericos tableta,Meloxicam,6.0,6.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/meloxicam-15mg-garcos-nifa-genericos-tableta/p
Celecoxib,pharmacys,Celecoxib 200mg dyvenpro ecuagen cápsulas,Celecoxib,9.0,9.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/celecoxib-200mg-dyvenpro-ecuagen-capsulas/p
Celecoxib,pharmacys,Celecoxib 200mg portugal - generico cápsulas,Celecoxib,50.0,50.0,/Tratamientos y Salud/Salud de la Piel/Tratamientos para Acné/|/Tratamientos y Salud/Salud de la Piel/|/Tratamientos y Salud/,https://www.pharmacys.com.ec/celecoxib-200mg-portugal-generico-capsulas/p
Celecoxib,pharmacys,Celecoxib 200mg tecnoquimicas - genericos cápsulas,Celecoxib,7.4,7.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/bloqueador-hawaiian-tropic-sheer-touch-en-crema-fps-50-120-ml/p
Celecoxib,pharmacys,Celecoxib 200mg garcos - nifa genericos cápsulas,Celecoxib,8.4,8.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/celecoxib-200mg-garcos-nifa-genericos-capsulas/p
Celecoxib,pharmacys,Colcibra 200mg dyvenpro farma comercial 2 cápsulas,Colcibra,15.0,15.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/colcibra-200mg-dyvenpro-farma-comercial-2-capsulas/p
Celecoxib,pharmacys,Gesix 200mg ecuaquimica - saval cápsulas,Gesix,11.5,11.5,/Cuidado Personal/Protectores Solares/Protector Labial/|/Cuidado Personal/Protectores Solares/|/Cuidado Personal/,https://www.pharmacys.com.ec/gesix-200mg-ecuaquimica-saval-capsulas/p
Celecoxib,medicity,Celecoxib Nifa Cápsulas 200 mg Caja Con 10 Unidades,NIFA,0.77,0.84,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/celecoxib-nifa-capsulas-200-mg-caja-con-10-unidades/p
Celecoxib,medicity,Celebrex Cápsulas 200 mg Caja 30 Unidades,CELEBREX,1.63,1.77,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/celebrex-capsulas-200-mg-caja-con-30-unidades/p
Celecoxib,medicity,Celebrex Cápsulas 200 mg Caja Con 10 Unidades,CELEBREX,1.63,1.77,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/celebrex-capsulas-200-mg-caja-con-10-unidades/p
Celecoxib,cruzazul,Celecoxib 200mg dyvenpro ecuagen cápsulas,Celecoxib,9.0,9.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/celecoxib-200mg-dyvenpro-ecuagen-capsulas/p
Celecoxib,cruzazul,Celecoxib 200mg portugal - generico cápsulas,Celecoxib,50.0,50.0,/Tratamientos y Salud/Salud de la Piel/Tratamientos para Acné/|/Tratamientos y Salud/Salud de la Piel/|/Tratamientos y Salud/,https://www.farmaciascruzazul.ec/celecoxib-200mg-portugal-generico-capsulas/p
Celecoxib,cruzazul,Celecoxib 200mg tecnoquimicas - genericos cápsulas,Celecoxib,7.4,7.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/bloqueador-hawaiian-tropic-sheer-touch-en-crema-fps-50-120-ml/p
Celecoxib,cruzazul,Celecoxib 200mg garcos - nifa genericos cápsulas,Celecoxib,8.4,8.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/celecoxib-200mg-garcos-nifa-genericos-capsulas/p
Celecoxib,cruzazul,Colcibra 200mg dyvenpro farma comercial 2 cápsulas,Colcibra,15.0,15.0,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/colcibra-200mg-dyvenpro-farma-comercial-2-capsulas/p
Celecoxib,cruzazul,Gesix 200mg ecuaquimica - saval cápsulas,Gesix,11.5,11.5,/Cuidado Personal/Protectores Solares/Protector Labial/|/Cuidado Personal/Protectores Solares/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/gesix-200mg-ecuaquimica-saval-capsulas/p
Etoricoxib,pharmacys,Etoricoxib 120mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,11.4,11.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/etoricoxib-120mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,pharmacys,Etoricoxib 90mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,15.2,15.2,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/etoricoxib-90mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,pharmacys,Etoricoxib 60mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,14.4,14.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/etoricoxib-60mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,pharmacys,Doltrex 60mg dyvenpro farma comercial 1 comprimidos,Doltrex,16.6,16.6,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/doltrex-60mg-dyvenpro-farma-comercial-1-comprimidos/p
Etoricoxib,pharmacys,Doltrex 90mg dyvenpro farma comercial 1 comprimidos,Doltrex,17.76,17.76,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.pharmacys.com.ec/doltrex-90mg-dyvenpro-farma-comercial-1-comprimidos/p
Etoricoxib,pharmacys,Xumer 120mg quifatex dist medicamenta comprimidos recubiertos,Xumer,19.04,19.04,/Cuidado Personal/Protectores Solares/Protectores Solares Infantiles/|/Cuidado Personal/Protectores Solares/|/Cuidado Personal/,https://www.pharmacys.com.ec/xumer-120mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,pharmacys,Xumer 60mg quifatex dist medicamenta comprimidos recubiertos,Xumer,23.94,23.94,/Cuidado Personal/Protectores Solares/Protector Labial/|/Cuidado Personal/Protectores Solares/|/Cuidado Personal/,https://www.pharmacys.com.ec/xumer-60mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,pharmacys,Xumer 90mg quifatex dist medicamenta comprimidos recubiertos,Xumer,25.34,25.34,/Cuidado Personal/Baño y Cuidado Corporal/Cremas Corporales/|/Cuidado Personal/Baño y Cuidado Corporal/|/Cuidado Personal/,https://www.pharmacys.com.ec/xumer-90mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,pharmacys,Etoricox 90mg eurofarma marcas tableta,Etoricox,25.34,25.34,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/etoricox-90mg-eurofarma-marcas-tableta/p
Etoricoxib,pharmacys,Etoricox 120mg eurofarma marcas tableta,Etoricox,38.08,38.08,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/etoricox-120mg-eurofarma-marcas-tableta/p
Etoricoxib,medicity,Etoricoxib Mk Tabletas Recubiertas 120 mg Caja Con 7 Unidades,MK,1.5,1.63,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/etoricoxib-mk-tabletas-recubiertas-120-mg-caja-con-7-unidades/p
Etoricoxib,medicity,Xumer Comprimidos Recubiertos 120 mg Caja 7 Unidades,XUMER,2.07,2.72,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/xumer-comprimidos-recubiertos-120-mg-caja-con-7-unidades/p
Etoricoxib,medicity,Flogocox Comprimidos Recubiertos Caja 14 Unidades,FLOGOCOX,1.37,1.71,/Medicina/Dolor y Malestar/Antiinflamatorios/|/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/flogocox-comprimidos-recubiertos-caja-con-14-unidades/p
Etoricoxib,medicity,Arcoxia Comprimidos Recubiertos Caja Con 28 Unidades,ARCOXIA,1.57,1.71,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/arcoxia-comprimidos-recubiertos-caja-con-28-unidades/p
Etoricoxib,medicity,Dolux Comprimidos Recubiertos Caja Con 10 Unidades,DOLUX,2.48,2.7,/Medicina/Dolor y Malestar/Antiinflamatorios/|/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/dolux-comprimidos-recubiertos-caja-con-10-unidades/p
Etoricoxib,medicity,Flogocox Comprimidos Recubiertos 120 mg Caja 7 Unidades,FLOGOCOX,2.18,2.72,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/flogocox-comprimidos-recubiertos-120-mg-caja-con-7-unidades/p
Etoricoxib,medicity,Davintex Comprimidos 120 mg 10 Unidades,DAVINTEX,2.48,2.7,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/davintex-comprimidos-recubiertos-120-mg-caja-con-10-unidades/p
Etoricoxib,medicity,Davintex Comprimidos 10 Unidades,DAVINTEX,1.56,1.7,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/davintex-comprimidos-recubiertos-caja-con-10-unidades/p
Etoricoxib,medicity,Arcoxia Comprimido Recubierto 90 mg Caja 28 Unidades,ARCOXIA,1.45,1.81,/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/arcoxia-comprimido-recubierto-caja-con-28-unidades/p
Etoricoxib,cruzazul,Etoricoxib 120mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,11.4,11.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/etoricoxib-120mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,cruzazul,Etoricoxib 90mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,15.2,15.2,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/etoricoxib-90mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,cruzazul,Etoricoxib 60mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,14.4,14.4,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/etoricoxib-60mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,cruzazul,Doltrex 60mg dyvenpro farma comercial 1 comprimidos,Doltrex,16.6,16.6,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/doltrex-60mg-dyvenpro-farma-comercial-1-comprimidos/p
Etoricoxib,cruzazul,Doltrex 90mg dyvenpro farma comercial 1 comprimidos,Doltrex,17.76,17.76,/Medicinas/Aparato Cardiovascular/|/Medicinas/,https://www.farmaciascruzazul.ec/doltrex-90mg-dyvenpro-farma-comercial-1-comprimidos/p
Etoricoxib,cruzazul,Xumer 120mg quifatex dist medicamenta comprimidos recubiertos,Xumer,19.04,19.04,/Cuidado Personal/Protectores Solares/Protectores Solares Infantiles/|/Cuidado Personal/Protectores Solares/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/xumer-120mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,cruzazul,Xumer 60mg quifatex dist medicamenta comprimidos recubiertos,Xumer,23.94,23.94,/Cuidado Personal/Protectores Solares/Protector Labial/|/Cuidado Personal/Protectores Solares/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/xumer-60mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,cruzazul,Xumer 90mg quifatex dist medicamenta comprimidos recubiertos,Xumer,25.34,25.34,/Cuidado Personal/Baño y Cuidado Corporal/Cremas Corporales/|/Cuidado Personal/Baño y Cuidado Corporal/|/Cuidado Personal/,https://www.farmaciascruzazul.ec/xumer-90mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,cruzazul,Etoricox 90mg eurofarma marcas tableta,Etoricox,25.34,25.34,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/etoricox-90mg-eurofarma-marcas-tableta/p
Etoricoxib,cruzazul,Etoricox 120mg eurofarma marcas tableta,Etoricox,38.08,38.08,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.farmaciascruzazul.ec/etoricox-120mg-eurofarma-marcas-tableta/p
Tramadol,pharmacys,Tramadol 50mg labvitalis,Tramadol,28.8,36.0,/Cuidado Personal/Protectores Solares/Protectores Solares Faciales/|/Cuidado Personal/Protectores Solares/|/Cuidado Personal/,https://www.pharmacys.com.ec/tramadol-50mg-labvitalis/p
Tramadol,pharmacys,Tramadol 100mg magma especialidad ampolla inyectable,Tramadol,14.97,14.97,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.pharmacys.com.ec/tramadol-100mg-fresenius-kabi-hospitalario-ampolla-inyectable/p
Tramadol,pharmacys,Tramadol 50mg leterago - genfar cápsulas,Tramadol,2.6,2.6,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.pharmacys.com.ec/tramadol-50mg-leterago-genfar-capsulas/p
Tramadol,pharmacys,Tramadol 100mg leterago - genfar solución oral,Tramadol,3.98,3.98,/Medicinas/Sistema Nervioso/|/Medicinas/,https://www.pharmacys.com.ec/tramadol-100mg-leterago-genfar-solucion-oral/p
Tramadol,pharmacys,Dolgenal duo 10/25mg quifatex dist medicamenta cápsulas rigidas de liberación controlada,Dolgenal Duo,10.0,10.0,/Cuidado Sexual/Anticonceptivos y Lubricantes/Preservativos/|/Cuidado Sexual/Anticonceptivos y Lubricantes/|/Cuidado Sexual/,https://www.pharmacys.com.ec/dolgenal-duo-10-25mg-quifatex-dist-medicamenta-capsulas-rigidas-de-liberacion-controlada/p
Tramadol,medicity,Tramadol Genfar Cápsulas 50 mg Caja Con 10 Unidades,GENFAR,0.21,0.26,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/tramadol-genfar-capsulas-50-mg-caja-con-10-unidades/p
Tramadol,medicity,Dolgenal Duo Cápsula Rígida 10/25mg Caja 10 Unidades,DOLGENAL,0.8,1.0,/Medicina/Dolor y Malestar/Dolor Muscular/|/Medicina/Dolor y Malestar/|/Medicina/,https://www.farmaciasmedicity.com/dolgenal-duo-capasula-rigida-1025-mg-caja-con-10-unidades/p
Tramadol,medicity,Tramal Long Tabletas Recubiertas 150 mg Liberación Prolongada 10 Unidades,TRAMAL,1.04,1.13,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/tramal-long-tabletas-recubiertas-150-mg-liberacion-prolongada-10-unidades/p
Tramadol,medicity,Tramal Gotas 100 mg / mL Con 10 mL,TRAMAL,5.52,6.0,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/tramal-gotas-100-mg--ml-con-10-ml/p
Tramadol,medicity,Adorlan Comprimidos 25 / 25 mg Caja con 30 Unidades,ADORLAN,0.33,0.36,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/adorlan-comprimidos-25--25-mg-caja-con-30-unidades/p
Tramadol,medicity,Altrom Advance Cápsulas 10/25 mg Caja 10 Unidades,ALTROM,0.66,0.8,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/altrom-advance-capsulas-1025-mg-caja-con-10-unidades/p
Tramadol,medicity,Tramal Long Tabletas Recubiertas 50 mg Liberación Prolongada 10 Unidades,TRAMAL,0.36,0.39,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/tramal-long-tabletas-recubiertas-50-mg-liberacion-prolongada-10-unidades/p
Tramadol,medicity,Analgan Tram Comprimidos 325/37.5 mg Caja con 20 Unidades,ANALGAN,0.39,0.42,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/analgan-tram-comprimidos-325375-mg-caja-con-20-unidades/p
Metamizol sodico,medicity,Novalgina Jarabe 250mg/5ml - 100ml,NOVALGINA,4.6,5.0,/Medicina/Sistema Nervioso/|/Medicina/,https://www.farmaciasmedicity.com/novalgina-jarabe-250mg-5ml-100ml-1/p
Piroxicam,pharmacys,Piroxicam 20mg leterago - genfar cápsulas,Piroxicam,1.25,1.25,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/piroxicam-20mg-leterago-genfar-capsulas/p
Piroxicam,pharmacys,Piroxicam 20mg tecnoquimicas - genericos cápsulas,Piroxicam,1.25,1.25,/Medicinas/Musculoesqueléticos/|/Medicinas/,https://www.pharmacys.com.ec/piroxicam-20mg-tecnoquimicas-genericos-capsulas/p
Piroxicam,pharmacys,"Analgésico piroxicam 0,5 % gel 40 g",Piroxicam,3.46,3.46,/Tratamientos y Salud/Alivio del Dolor/Dolor Articular y Muscular/|/Tratamientos y Salud/Alivio del Dolor/|/Tratamientos y Salud/,https://www.pharmacys.com.ec/analgesico-piroxicam-05-gel-40-g/p
